codigo_ccif;nivel;ejemplo;tipo;frase_original;;;;;;
09.4.6.02.99;Producto;zapatos de fútbol americano;excluido;arriendo de calzados específicos para asociado al servicio de práctica de deportiva, tales como botas de esquí, zapatos de fútbol americano, zapatos de golf, patines de hielo, patines rollers o toperoles (09.4.6.02.99);;;;;;
09.4.6.02.99;Producto;zapatos de golf;excluido;arriendo de calzados específicos para asociado al servicio de práctica de deportiva, tales como botas de esquí, zapatos de fútbol americano, zapatos de golf, patines de hielo, patines rollers o toperoles (09.4.6.02.99);;;;;;
09.4.6.02.99;Producto;patines de hielo;excluido;arriendo de calzados específicos para asociado al servicio de práctica de deportiva, tales como botas de esquí, zapatos de fútbol americano, zapatos de golf, patines de hielo, patines rollers o toperoles (09.4.6.02.99);;;;;;
09.4.6.02.99;Producto;patines rollers;excluido;arriendo de calzados específicos para asociado al servicio de práctica de deportiva, tales como botas de esquí, zapatos de fútbol americano, zapatos de golf, patines de hielo, patines rollers o toperoles (09.4.6.02.99);;;;;;
09.4.6.02.99;Producto;toperoles;excluido;arriendo de calzados específicos para asociado al servicio de práctica de deportiva, tales como botas de esquí, zapatos de fútbol americano, zapatos de golf, patines de hielo, patines rollers o toperoles (09.4.6.02.99);;;;;;
09.4.4.01.02;Producto;reparación de equipo para deportes;incluido;reparación de equipo para deportes, campamentos (camping) y recreación al aire libre, tales como pelotas o balones, redes de todo tipo de deportes, raquetas, conjunto de palos de golf, cañas de pescar, botes inflables, carpas, sacos de dormir, colchones inflables, cocinillas de camping y parrillas portátiles;;;;;;
09.4.4.01.02;Producto;campamentos (camping);incluido;reparación de equipo para deportes, campamentos (camping) y recreación al aire libre, tales como pelotas o balones, redes de todo tipo de deportes, raquetas, conjunto de palos de golf, cañas de pescar, botes inflables, carpas, sacos de dormir, colchones inflables, cocinillas de camping y parrillas portátiles;;;;;;
09.4.4.01.02;Producto;recreación al aire libre;incluido;reparación de equipo para deportes, campamentos (camping) y recreación al aire libre, tales como pelotas o balones, redes de todo tipo de deportes, raquetas, conjunto de palos de golf, cañas de pescar, botes inflables, carpas, sacos de dormir, colchones inflables, cocinillas de camping y parrillas portátiles;;;;;;
09.4.4.01.02;Producto;pelotas;incluido;reparación de equipo para deportes, campamentos (camping) y recreación al aire libre, tales como pelotas o balones, redes de todo tipo de deportes, raquetas, conjunto de palos de golf, cañas de pescar, botes inflables, carpas, sacos de dormir, colchones inflables, cocinillas de camping y parrillas portátiles;;;;;;
09.4.4.01.02;Producto;balones;incluido;reparación de equipo para deportes, campamentos (camping) y recreación al aire libre, tales como pelotas o balones, redes de todo tipo de deportes, raquetas, conjunto de palos de golf, cañas de pescar, botes inflables, carpas, sacos de dormir, colchones inflables, cocinillas de camping y parrillas portátiles;;;;;;
09.4.4.01.02;Producto;redes de todo tipo de deportes;incluido;reparación de equipo para deportes, campamentos (camping) y recreación al aire libre, tales como pelotas o balones, redes de todo tipo de deportes, raquetas, conjunto de palos de golf, cañas de pescar, botes inflables, carpas, sacos de dormir, colchones inflables, cocinillas de camping y parrillas portátiles;;;;;;
09.4.4.01.02;Producto;raquetas;incluido;reparación de equipo para deportes, campamentos (camping) y recreación al aire libre, tales como pelotas o balones, redes de todo tipo de deportes, raquetas, conjunto de palos de golf, cañas de pescar, botes inflables, carpas, sacos de dormir, colchones inflables, cocinillas de camping y parrillas portátiles;;;;;;
09.4.4.01.02;Producto;conjunto de palos de golf;incluido;reparación de equipo para deportes, campamentos (camping) y recreación al aire libre, tales como pelotas o balones, redes de todo tipo de deportes, raquetas, conjunto de palos de golf, cañas de pescar, botes inflables, carpas, sacos de dormir, colchones inflables, cocinillas de camping y parrillas portátiles;;;;;;
09.4.4.01.02;Producto;cañas de pescar;incluido;reparación de equipo para deportes, campamentos (camping) y recreación al aire libre, tales como pelotas o balones, redes de todo tipo de deportes, raquetas, conjunto de palos de golf, cañas de pescar, botes inflables, carpas, sacos de dormir, colchones inflables, cocinillas de camping y parrillas portátiles;;;;;;
09.4.4.01.02;Producto;botes inflables;incluido;reparación de equipo para deportes, campamentos (camping) y recreación al aire libre, tales como pelotas o balones, redes de todo tipo de deportes, raquetas, conjunto de palos de golf, cañas de pescar, botes inflables, carpas, sacos de dormir, colchones inflables, cocinillas de camping y parrillas portátiles;;;;;;
09.4.4.01.02;Producto;carpas;incluido;reparación de equipo para deportes, campamentos (camping) y recreación al aire libre, tales como pelotas o balones, redes de todo tipo de deportes, raquetas, conjunto de palos de golf, cañas de pescar, botes inflables, carpas, sacos de dormir, colchones inflables, cocinillas de camping y parrillas portátiles;;;;;;
09.4.4.01.02;Producto;sacos de dormir;incluido;reparación de equipo para deportes, campamentos (camping) y recreación al aire libre, tales como pelotas o balones, redes de todo tipo de deportes, raquetas, conjunto de palos de golf, cañas de pescar, botes inflables, carpas, sacos de dormir, colchones inflables, cocinillas de camping y parrillas portátiles;;;;;;
09.4.4.01.02;Producto;colchones inflables;incluido;reparación de equipo para deportes, campamentos (camping) y recreación al aire libre, tales como pelotas o balones, redes de todo tipo de deportes, raquetas, conjunto de palos de golf, cañas de pescar, botes inflables, carpas, sacos de dormir, colchones inflables, cocinillas de camping y parrillas portátiles;;;;;;
09.4.4.01.02;Producto;cocinillas de camping;incluido;reparación de equipo para deportes, campamentos (camping) y recreación al aire libre, tales como pelotas o balones, redes de todo tipo de deportes, raquetas, conjunto de palos de golf, cañas de pescar, botes inflables, carpas, sacos de dormir, colchones inflables, cocinillas de camping y parrillas portátiles;;;;;;
09.4.4.01.02;Producto;parrillas portátiles;incluido;reparación de equipo para deportes, campamentos (camping) y recreación al aire libre, tales como pelotas o balones, redes de todo tipo de deportes, raquetas, conjunto de palos de golf, cañas de pescar, botes inflables, carpas, sacos de dormir, colchones inflables, cocinillas de camping y parrillas portátiles;;;;;;
09.4.5.00.00;Clase;servicios de atención veterinaria;incluido;servicios de atención veterinaria y otros servicios para mascotas, como aseo, tatuajes y adiestramiento;;;;;;
09.4.5.00.00;Clase;otros servicios para mascotas;incluido;servicios de atención veterinaria y otros servicios para mascotas, como aseo, tatuajes y adiestramiento;;;;;;
09.4.5.00.00;Clase;tatuajes;incluido;servicios de atención veterinaria y otros servicios para mascotas, como aseo, tatuajes y adiestramiento;;;;;;
09.4.5.00.00;Clase;adiestramiento;incluido;servicios de atención veterinaria y otros servicios para mascotas, como aseo, tatuajes y adiestramiento;;;;;;
09.4.5.00.00;Clase;servicios de alojamiento;incluido;servicios de alojamiento o de guardería para mascotas;;;;;;
09.4.5.00.00;Clase;servicios de atención veterinaria para animales usados para transporte;incluido;servicios de alojamiento y servicios de atención veterinaria para animales usados para transporte;;;;;;
09.3.2.02.00;Subclase;productos para mascotas;excluido;productos para mascotas y otros animales domésticos (09.3.2.02.00);;;;;;
09.3.2.02.00;Subclase;otros animales domésticos;excluido;productos para mascotas y otros animales domésticos (09.3.2.02.00);;;;;;
09.4.5.01.00;Subclase;servicios de atención veterinaria;incluido;servicios de atención veterinaria y otros servicios para mascotas, como aseo, tatuajes y adiestramiento;;;;;;
09.4.5.01.00;Subclase;otros servicios para mascotas;incluido;servicios de atención veterinaria y otros servicios para mascotas, como aseo, tatuajes y adiestramiento;;;;;;
09.4.5.01.00;Subclase;tatuajes;incluido;servicios de atención veterinaria y otros servicios para mascotas, como aseo, tatuajes y adiestramiento;;;;;;
09.4.5.01.00;Subclase;adiestramiento;incluido;servicios de atención veterinaria y otros servicios para mascotas, como aseo, tatuajes y adiestramiento;;;;;;
09.4.5.01.00;Subclase;servicios de alojamiento;incluido;servicios de alojamiento o de guardería para mascotas;;;;;;
09.4.5.01.00;Subclase;servicios de atención veterinaria para animales usados para transporte;incluido;servicios de alojamiento y servicios de atención veterinaria para animales usados para transporte;;;;;;
09.4.5.01.01;Producto;servicios de atención veterinaria;incluido;servicios de atención veterinaria como consultas para todo tipo de mascotas y animales domésticos, incluido los animales usados para transporte y/o carga;;;;;;
09.4.5.01.01;Producto;consultas para todo tipo de mascotas;incluido;servicios de atención veterinaria como consultas para todo tipo de mascotas y animales domésticos, incluido los animales usados para transporte y/o carga;;;;;;
09.4.5.01.01;Producto;animales domésticos;incluido;servicios de atención veterinaria como consultas para todo tipo de mascotas y animales domésticos, incluido los animales usados para transporte y/o carga;;;;;;
09.4.5.01.01;Producto;carga;incluido;servicios de atención veterinaria como consultas para todo tipo de mascotas y animales domésticos, incluido los animales usados para transporte y/o carga;;;;;;
09.4.5.01.01;Producto;atención veterinaria a domicilio;incluido;atención veterinaria a domicilio;;;;;;
09.4.5.01.01;Producto;servicios de hospitalización veterinaria;incluido;servicios de hospitalización veterinaria, exámenes veterinarios de laboratorio, radiografías, ecografías, cirugías veterinarias comunes como la esterilización y especializadas;;;;;;
09.4.5.01.01;Producto;exámenes veterinarios de laboratorio;incluido;servicios de hospitalización veterinaria, exámenes veterinarios de laboratorio, radiografías, ecografías, cirugías veterinarias comunes como la esterilización y especializadas;;;;;;
09.4.5.01.01;Producto;radiografías;incluido;servicios de hospitalización veterinaria, exámenes veterinarios de laboratorio, radiografías, ecografías, cirugías veterinarias comunes como la esterilización y especializadas;;;;;;
09.4.5.01.01;Producto;ecografías;incluido;servicios de hospitalización veterinaria, exámenes veterinarios de laboratorio, radiografías, ecografías, cirugías veterinarias comunes como la esterilización y especializadas;;;;;;
09.4.5.01.01;Producto;cirugías veterinarias comunes;incluido;servicios de hospitalización veterinaria, exámenes veterinarios de laboratorio, radiografías, ecografías, cirugías veterinarias comunes como la esterilización y especializadas;;;;;;
09.4.5.01.01;Producto;especializadas;incluido;servicios de hospitalización veterinaria, exámenes veterinarios de laboratorio, radiografías, ecografías, cirugías veterinarias comunes como la esterilización y especializadas;;;;;;
09.4.5.01.01;Producto;vacunas;incluido;los productos veterinarios, tales como vacunas o tratamientos antiparasitarios solo cuando no es posible separarlos del cobro del servicio de atención veterinaria;;;;;;
09.4.5.01.01;Producto;tratamientos antiparasitarios solo cuando no es posible separarlos del cobro del servicio de atención veterinaria;incluido;los productos veterinarios, tales como vacunas o tratamientos antiparasitarios solo cuando no es posible separarlos del cobro del servicio de atención veterinaria;;;;;;
09.3.2.02.03;Producto;vacunas;excluido;productos veterinarios, tales como vacunas o tratamientos antiparasitarios solo cuando es posible separarlos del cobro del servicio de atención veterinaria (09.3.2.02.03);;;;;;
09.3.2.02.03;Producto;tratamientos antiparasitarios solo cuando es posible separarlos del cobro del servicio de atención veterinaria;excluido;productos veterinarios, tales como vacunas o tratamientos antiparasitarios solo cuando es posible separarlos del cobro del servicio de atención veterinaria (09.3.2.02.03);;;;;;
09.4.5.01.99;Producto;otros servicios para mascotas;excluido;otros servicios para mascotas como los servicios de hospedaje, cuidado, adiestramiento y funerario (09.4.5.01.99);;;;;;
09.4.5.01.99;Producto;cuidado;excluido;otros servicios para mascotas como los servicios de hospedaje, cuidado, adiestramiento y funerario (09.4.5.01.99);;;;;;
09.4.5.01.99;Producto;adiestramiento;excluido;otros servicios para mascotas como los servicios de hospedaje, cuidado, adiestramiento y funerario (09.4.5.01.99);;;;;;
09.4.5.01.99;Producto;funerario;excluido;otros servicios para mascotas como los servicios de hospedaje, cuidado, adiestramiento y funerario (09.4.5.01.99);;;;;;
09.4.5.01.02;Producto;servicios de peluquería;incluido;servicios de peluquería y estética para mascotas, tales como cortes de pelo, baños estéticos, baños sanitarios, limpieza de oídos, limpieza de glándulas anales, corte de uñas, aseo, tatuajes, etc;;;;;;
09.4.5.01.02;Producto;estética para mascotas;incluido;servicios de peluquería y estética para mascotas, tales como cortes de pelo, baños estéticos, baños sanitarios, limpieza de oídos, limpieza de glándulas anales, corte de uñas, aseo, tatuajes, etc;;;;;;
09.4.5.01.02;Producto;cortes de pelo;incluido;servicios de peluquería y estética para mascotas, tales como cortes de pelo, baños estéticos, baños sanitarios, limpieza de oídos, limpieza de glándulas anales, corte de uñas, aseo, tatuajes, etc;;;;;;
09.4.5.01.02;Producto;baños estéticos;incluido;servicios de peluquería y estética para mascotas, tales como cortes de pelo, baños estéticos, baños sanitarios, limpieza de oídos, limpieza de glándulas anales, corte de uñas, aseo, tatuajes, etc;;;;;;
09.4.5.01.02;Producto;baños sanitarios;incluido;servicios de peluquería y estética para mascotas, tales como cortes de pelo, baños estéticos, baños sanitarios, limpieza de oídos, limpieza de glándulas anales, corte de uñas, aseo, tatuajes, etc;;;;;;
09.4.5.01.02;Producto;limpieza de oídos;incluido;servicios de peluquería y estética para mascotas, tales como cortes de pelo, baños estéticos, baños sanitarios, limpieza de oídos, limpieza de glándulas anales, corte de uñas, aseo, tatuajes, etc;;;;;;
09.4.5.01.02;Producto;limpieza de glándulas anales;incluido;servicios de peluquería y estética para mascotas, tales como cortes de pelo, baños estéticos, baños sanitarios, limpieza de oídos, limpieza de glándulas anales, corte de uñas, aseo, tatuajes, etc;;;;;;
09.4.5.01.02;Producto;corte de uñas;incluido;servicios de peluquería y estética para mascotas, tales como cortes de pelo, baños estéticos, baños sanitarios, limpieza de oídos, limpieza de glándulas anales, corte de uñas, aseo, tatuajes, etc;;;;;;
09.4.5.01.02;Producto;aseo;incluido;servicios de peluquería y estética para mascotas, tales como cortes de pelo, baños estéticos, baños sanitarios, limpieza de oídos, limpieza de glándulas anales, corte de uñas, aseo, tatuajes, etc;;;;;;
09.4.5.01.02;Producto;tatuajes;incluido;servicios de peluquería y estética para mascotas, tales como cortes de pelo, baños estéticos, baños sanitarios, limpieza de oídos, limpieza de glándulas anales, corte de uñas, aseo, tatuajes, etc;;;;;;
09.4.5.01.99;Producto;servicios de alojamiento;incluido;servicios de alojamiento o de guardería para mascotas, tales como hoteles para mascotas y animales domésticos, alojamiento para todo tipo de animales (incluye animales exóticos y nativos) y animales usados para transporte y/o carga;;;;;;
09.4.5.01.99;Producto;hoteles para mascotas;incluido;servicios de alojamiento o de guardería para mascotas, tales como hoteles para mascotas y animales domésticos, alojamiento para todo tipo de animales (incluye animales exóticos y nativos) y animales usados para transporte y/o carga;;;;;;
09.4.5.01.99;Producto;animales domésticos;incluido;servicios de alojamiento o de guardería para mascotas, tales como hoteles para mascotas y animales domésticos, alojamiento para todo tipo de animales (incluye animales exóticos y nativos) y animales usados para transporte y/o carga;;;;;;
09.4.5.01.99;Producto;alojamiento para todo tipo de animales (incluye animales exóticos y nativos);incluido;servicios de alojamiento o de guardería para mascotas, tales como hoteles para mascotas y animales domésticos, alojamiento para todo tipo de animales (incluye animales exóticos y nativos) y animales usados para transporte y/o carga;;;;;;
09.4.5.01.99;Producto;animales usados para transporte;incluido;servicios de alojamiento o de guardería para mascotas, tales como hoteles para mascotas y animales domésticos, alojamiento para todo tipo de animales (incluye animales exóticos y nativos) y animales usados para transporte y/o carga;;;;;;
09.4.5.01.99;Producto;carga;incluido;servicios de alojamiento o de guardería para mascotas, tales como hoteles para mascotas y animales domésticos, alojamiento para todo tipo de animales (incluye animales exóticos y nativos) y animales usados para transporte y/o carga;;;;;;
09.4.5.01.99;Producto;servicios de cuidados para mascotas de forma diaria;incluido;servicios de cuidados para mascotas de forma diaria, tales como paseadores de mascotas, cuidador de mascotas (por ejemplo, personas que cuidan a las mascotas cuando el dueño se encuentra imposibilitado);;;;;;
09.4.5.01.99;Producto;paseadores de mascotas;incluido;servicios de cuidados para mascotas de forma diaria, tales como paseadores de mascotas, cuidador de mascotas (por ejemplo, personas que cuidan a las mascotas cuando el dueño se encuentra imposibilitado);;;;;;
09.4.5.01.99;Producto;cuidador de mascotas (por ejemplo, personas que cuidan a las mascotas cuando el dueño se encuentra imposibilitado);incluido;servicios de cuidados para mascotas de forma diaria, tales como paseadores de mascotas, cuidador de mascotas (por ejemplo, personas que cuidan a las mascotas cuando el dueño se encuentra imposibilitado);;;;;;
09.4.5.01.99;Producto;servicios de adiestramiento para mascotas;incluido;servicios de adiestramiento para mascotas;;;;;;
09.4.5.01.99;Producto;servicios funerarios en cementerios;incluido;servicios funerarios en cementerios y cremación de mascotas;;;;;;
09.4.5.01.99;Producto;cremación de mascotas;incluido;servicios funerarios en cementerios y cremación de mascotas;;;;;;
09.4.6.00.00;Clase;estadios deportivos;incluido;estadios deportivos, hipódromos, circuitos o pistas para carreras de vehículos con motor, velódromos, etc;;;;;;
09.4.6.00.00;Clase;hipódromos;incluido;estadios deportivos, hipódromos, circuitos o pistas para carreras de vehículos con motor, velódromos, etc;;;;;;
09.4.6.00.00;Clase;circuitos;incluido;estadios deportivos, hipódromos, circuitos o pistas para carreras de vehículos con motor, velódromos, etc;;;;;;
09.4.6.00.00;Clase;pistas para carreras de vehículos con motor;incluido;estadios deportivos, hipódromos, circuitos o pistas para carreras de vehículos con motor, velódromos, etc;;;;;;
09.4.6.00.00;Clase;velódromos;incluido;estadios deportivos, hipódromos, circuitos o pistas para carreras de vehículos con motor, velódromos, etc;;;;;;
09.4.6.00.00;Clase;pistas de patinetas (skate);incluido;pistas de patinetas (skate), piscinas, circuitos o campos de golf, gimnasios, centros deportivos, canchas de tenis, canchas de squash, pistas de bowling, campos de tiro;;;;;;
09.4.6.00.00;Clase;piscinas;incluido;pistas de patinetas (skate), piscinas, circuitos o campos de golf, gimnasios, centros deportivos, canchas de tenis, canchas de squash, pistas de bowling, campos de tiro;;;;;;
09.4.6.00.00;Clase;campos de golf;incluido;pistas de patinetas (skate), piscinas, circuitos o campos de golf, gimnasios, centros deportivos, canchas de tenis, canchas de squash, pistas de bowling, campos de tiro;;;;;;
09.4.6.00.00;Clase;gimnasios;incluido;pistas de patinetas (skate), piscinas, circuitos o campos de golf, gimnasios, centros deportivos, canchas de tenis, canchas de squash, pistas de bowling, campos de tiro;;;;;;
09.4.6.00.00;Clase;centros deportivos;incluido;pistas de patinetas (skate), piscinas, circuitos o campos de golf, gimnasios, centros deportivos, canchas de tenis, canchas de squash, pistas de bowling, campos de tiro;;;;;;
09.4.6.00.00;Clase;canchas de tenis;incluido;pistas de patinetas (skate), piscinas, circuitos o campos de golf, gimnasios, centros deportivos, canchas de tenis, canchas de squash, pistas de bowling, campos de tiro;;;;;;
09.4.6.00.00;Clase;canchas de squash;incluido;pistas de patinetas (skate), piscinas, circuitos o campos de golf, gimnasios, centros deportivos, canchas de tenis, canchas de squash, pistas de bowling, campos de tiro;;;;;;
09.4.6.00.00;Clase;pistas de bowling;incluido;pistas de patinetas (skate), piscinas, circuitos o campos de golf, gimnasios, centros deportivos, canchas de tenis, canchas de squash, pistas de bowling, campos de tiro;;;;;;
09.4.6.00.00;Clase;campos de tiro;incluido;pistas de patinetas (skate), piscinas, circuitos o campos de golf, gimnasios, centros deportivos, canchas de tenis, canchas de squash, pistas de bowling, campos de tiro;;;;;;
09.4.6.00.00;Clase;ferias;incluido;ferias y parques de diversiones;;;;;;
09.4.6.00.00;Clase;parques de diversiones;incluido;ferias y parques de diversiones;;;;;;
09.4.6.00.00;Clase;carruseles;incluido;carruseles, balancines y otras instalaciones de entretención para niños;;;;;;
09.4.6.00.00;Clase;balancines;incluido;carruseles, balancines y otras instalaciones de entretención para niños;;;;;;
09.4.6.00.00;Clase;otras instalaciones de entretención para niños;incluido;carruseles, balancines y otras instalaciones de entretención para niños;;;;;;
09.4.6.00.00;Clase;máquinas de pinball (flipper);incluido;máquinas de pinball (flipper) y otros juegos para adultos que no sean juegos de azar;;;;;;
09.4.6.00.00;Clase;otros juegos para adultos que no sean juegos de azar;incluido;máquinas de pinball (flipper) y otros juegos para adultos que no sean juegos de azar;;;;;;
09.4.6.00.00;Clase;máquinas de juegos tipo arcade;incluido;máquinas de juegos tipo arcade;;;;;;
09.4.6.00.00;Clase;pistas de esquí;incluido;pistas de esquí, elevadores de esquí y similares;;;;;;
09.4.6.00.00;Clase;elevadores de esquí;incluido;pistas de esquí, elevadores de esquí y similares;;;;;;
09.4.6.00.00;Clase;actividades extraprogramáticas individuales;incluido;actividades extraprogramáticas individuales o grupales, fuera del horario de escuela, tales como ajedrez, costura, patinaje, aeróbica, natación o cualquier otro pasatiempo;;;;;;
09.4.6.00.00;Clase;grupales;incluido;actividades extraprogramáticas individuales o grupales, fuera del horario de escuela, tales como ajedrez, costura, patinaje, aeróbica, natación o cualquier otro pasatiempo;;;;;;
09.4.6.00.00;Clase;fuera del horario de escuela;incluido;actividades extraprogramáticas individuales o grupales, fuera del horario de escuela, tales como ajedrez, costura, patinaje, aeróbica, natación o cualquier otro pasatiempo;;;;;;
09.4.6.00.00;Clase;ajedrez;incluido;actividades extraprogramáticas individuales o grupales, fuera del horario de escuela, tales como ajedrez, costura, patinaje, aeróbica, natación o cualquier otro pasatiempo;;;;;;
09.4.6.00.00;Clase;costura;incluido;actividades extraprogramáticas individuales o grupales, fuera del horario de escuela, tales como ajedrez, costura, patinaje, aeróbica, natación o cualquier otro pasatiempo;;;;;;
09.4.6.00.00;Clase;patinaje;incluido;actividades extraprogramáticas individuales o grupales, fuera del horario de escuela, tales como ajedrez, costura, patinaje, aeróbica, natación o cualquier otro pasatiempo;;;;;;
09.4.6.00.00;Clase;aeróbica;incluido;actividades extraprogramáticas individuales o grupales, fuera del horario de escuela, tales como ajedrez, costura, patinaje, aeróbica, natación o cualquier otro pasatiempo;;;;;;
09.4.6.00.00;Clase;natación;incluido;actividades extraprogramáticas individuales o grupales, fuera del horario de escuela, tales como ajedrez, costura, patinaje, aeróbica, natación o cualquier otro pasatiempo;;;;;;
09.4.6.00.00;Clase;cualquier otro pasatiempo;incluido;actividades extraprogramáticas individuales o grupales, fuera del horario de escuela, tales como ajedrez, costura, patinaje, aeróbica, natación o cualquier otro pasatiempo;;;;;;
09.4.6.00.00;Clase;cuotas de suscripción;incluido;cuotas de suscripción o membresía en centros deportivos y gimnasios;;;;;;
09.4.6.00.00;Clase;membresía en centros deportivos;incluido;cuotas de suscripción o membresía en centros deportivos y gimnasios;;;;;;
09.4.6.00.00;Clase;servicios de guías de montaña;incluido;servicios de guías de montaña, guías turísticos, etc;;;;;;
09.4.6.00.00;Clase;guías turísticos;incluido;servicios de guías de montaña, guías turísticos, etc;;;;;;
09.4.6.00.00;Clase;servicios de ayuda en navegación;incluido;servicios de ayuda en navegación;;;;;;
09.4.6.00.00;Clase;centros acuáticos;incluido;centros acuáticos;;;;;;
09.4.6.00.00;Clase;entradas a discotecas;incluido;entradas a discotecas y bares;;;;;;
09.4.6.00.00;Clase;bares;incluido;entradas a discotecas y bares;;;;;;
09.4.6.00.00;Clase;cuotas de inscripción para participar en competencias deportivas;incluido;cuotas de inscripción para participar en competencias deportivas;;;;;;
09.4.6.00.00;Clase;cuotas por otorgamiento de certificados;incluido;cuotas por otorgamiento de certificados y títulos deportivos;;;;;;
09.4.6.00.00;Clase;títulos deportivos;incluido;cuotas por otorgamiento de certificados y títulos deportivos;;;;;;
09.4.6.00.00;Clase;arriendo de calzados específicos para deporte asociado al servicio de práctica deportiva (botas de esquí, zapatos de fútbol americano, zapatos de golf y otros calzados como patines de hielo, patines rollers, crampones, toperoles, etc.);incluido;arriendo de calzados específicos para deporte asociado al servicio de práctica deportiva (botas de esquí, zapatos de fútbol americano, zapatos de golf y otros calzados como patines de hielo, patines rollers, crampones, toperoles, etc.);;;;;;
09.4.6.00.00;Clase;licencias de caza;incluido;licencias de caza y pesca;;;;;;
09.4.6.00.00;Clase;pesca;incluido;licencias de caza y pesca;;;;;;
09.4.6.00.00;Clase;acceso pagados a lugares de pesca;incluido;acceso pagados a lugares de pesca;;;;;;
09.4.6.00.00;Clase;cuotas de membresía en club de pesca;incluido;cuotas de membresía en club de pesca y caza;;;;;;
09.4.6.00.00;Clase;caza;incluido;cuotas de membresía en club de pesca y caza;;;;;;
07.3.6.01.01;Producto;transportes de elevadores;excluido;transportes de elevadores y teleféricos que no se encuentran en centros de esquí o centros recreacionales (07.3.6.01.01);;;;;;
07.3.6.01.01;Producto;teleféricos que no se encuentran en centros de esquí;excluido;transportes de elevadores y teleféricos que no se encuentran en centros de esquí o centros recreacionales (07.3.6.01.01);;;;;;
07.3.6.01.01;Producto;centros recreacionales;excluido;transportes de elevadores y teleféricos que no se encuentran en centros de esquí o centros recreacionales (07.3.6.01.01);;;;;;
09.4.6.01.00;Subclase;entradas ferias;incluido;entradas ferias y parques de diversiones;;;;;;
09.4.6.01.00;Subclase;parques de diversiones;incluido;entradas ferias y parques de diversiones;;;;;;
09.4.6.01.00;Subclase;carruseles;incluido;carruseles, balancines y otras instalaciones de entretención para niños;;;;;;
09.4.6.01.00;Subclase;balancines;incluido;carruseles, balancines y otras instalaciones de entretención para niños;;;;;;
09.4.6.01.00;Subclase;otras instalaciones de entretención para niños;incluido;carruseles, balancines y otras instalaciones de entretención para niños;;;;;;
09.4.6.01.00;Subclase;actividades recreativas extraprogramáticas individuales;incluido;actividades recreativas extraprogramáticas individuales o grupales, fuera del horario de escuela, tales como ajedrez, costura, cocina o cualquier otro pasatiempo;;;;;;
09.4.6.01.00;Subclase;grupales;incluido;actividades recreativas extraprogramáticas individuales o grupales, fuera del horario de escuela, tales como ajedrez, costura, cocina o cualquier otro pasatiempo;;;;;;
09.4.6.01.00;Subclase;fuera del horario de escuela;incluido;actividades recreativas extraprogramáticas individuales o grupales, fuera del horario de escuela, tales como ajedrez, costura, cocina o cualquier otro pasatiempo;;;;;;
09.4.6.01.00;Subclase;ajedrez;incluido;actividades recreativas extraprogramáticas individuales o grupales, fuera del horario de escuela, tales como ajedrez, costura, cocina o cualquier otro pasatiempo;;;;;;
09.4.6.01.00;Subclase;costura;incluido;actividades recreativas extraprogramáticas individuales o grupales, fuera del horario de escuela, tales como ajedrez, costura, cocina o cualquier otro pasatiempo;;;;;;
09.4.6.01.00;Subclase;cocina;incluido;actividades recreativas extraprogramáticas individuales o grupales, fuera del horario de escuela, tales como ajedrez, costura, cocina o cualquier otro pasatiempo;;;;;;
09.4.6.01.00;Subclase;cualquier otro pasatiempo;incluido;actividades recreativas extraprogramáticas individuales o grupales, fuera del horario de escuela, tales como ajedrez, costura, cocina o cualquier otro pasatiempo;;;;;;
09.4.6.01.00;Subclase;máquinas de pinball (flipper);incluido;máquinas de pinball (flipper) y otros juegos para adultos que no sean juegos de azar;;;;;;
09.4.6.01.00;Subclase;otros juegos para adultos que no sean juegos de azar;incluido;máquinas de pinball (flipper) y otros juegos para adultos que no sean juegos de azar;;;;;;
09.4.6.01.00;Subclase;centros acuáticos;incluido;centros acuáticos;;;;;;
09.4.6.01.00;Subclase;máquinas de juegos tipo arcade;incluido;máquinas de juegos tipo arcade;;;;;;
09.4.6.01.00;Subclase;servicios de guías de montaña;incluido;servicios de guías de montaña, guías turísticos, etc;;;;;;
09.4.6.01.00;Subclase;guías turísticos;incluido;servicios de guías de montaña, guías turísticos, etc;;;;;;
09.4.6.01.00;Subclase;entrada a discotecas;incluido;entrada a discotecas y bares;;;;;;
09.4.6.01.00;Subclase;bares;incluido;entrada a discotecas y bares;;;;;;
09.4.6.01.01;Producto;entradas a ferias;incluido;entradas a ferias y parques de diversiones, parques o centros acuáticos, salas de escape (escape rooms);;;;;;
09.4.6.01.01;Producto;parques de diversiones;incluido;entradas a ferias y parques de diversiones, parques o centros acuáticos, salas de escape (escape rooms);;;;;;
09.4.6.01.01;Producto;parques;incluido;entradas a ferias y parques de diversiones, parques o centros acuáticos, salas de escape (escape rooms);;;;;;
09.4.6.01.01;Producto;centros acuáticos;incluido;entradas a ferias y parques de diversiones, parques o centros acuáticos, salas de escape (escape rooms);;;;;;
09.4.6.01.01;Producto;salas de escape (escape rooms);incluido;entradas a ferias y parques de diversiones, parques o centros acuáticos, salas de escape (escape rooms);;;;;;
09.4.6.01.01;Producto;entradas a eventos por festividades;incluido;entradas a eventos por festividades, tales como fondas, ramadas, carnavales, vendimias, fiestas de Año Nuevo;;;;;;
